iter	Passed	Remaining
172	694	1714
173	698	1711
174	702	1706
175	706	1702
176	710	1698
177	714	1694
178	718	1690
179	722	1685
180	726	1682
181	730	1678
182	734	1674
183	738	1670
184	742	1665
185	746	1661
186	750	1657
187	754	1653
188	758	1649
189	762	1644
190	766	1640
191	771	1638
192	775	1634
193	779	1630
194	782	1626
195	787	1622
196	791	1618
197	794	1613
198	798	1608
199	802	1604
200	806	1600
201	810	1596
202	814	1592
203	817	1587
204	821	1583
205	826	1579
206	829	1575
207	833	1571
208	837	1567
209	842	1563
210	845	1559
211	849	1554
212	853	1550
213	857	1546
214	861	1542
215	865	1538
216	869	1534
217	873	1530
218	877	1526
219	881	1522
220	885	1518
221	889	1514
222	893	1510
223	897	1506
224	901	1503
225	905	1498
226	909	1494
227	913	1490
228	917	1486
229	921	1482
230	925	1478
231	929	1474
232	933	1470
233	937	1465
234	940	1461
235	944	1457
236	948	1453
237	952	1448
238	956	1444
239	960	1441
240	964	1437
241	968	1433
242	972	1428
243	976	1424
244	980	1420
245	984	1416
246	988	1412
247	992	1408
248	996	1404
249	1000	1400
250	1003	1395
251	1007	1391
252	1011	1387
253	1015	1383
254	1019	1378
255	1023	1374
256	1026	1370
257	1030	1366
258	1034	1362
259	1038	1357
260	1042	1353
261	1046	1349
262	1049	1345
263	1053	1340
264	1057	1336
265	1062	1333
266	1066	1329
267	1070	1325
268	1073	1321
269	1077	1317
270	1081	1313
271	1085	1308
272	1089	1304
273	1092	1300
274	1097	1296
275	1100	1292
276	1104	1288
277	1108	1283
278	1112	1279
279	1116	1275
280	1119	1270
281	1123	1266
282	1126	1262
283	1130	1258
284	1134	1254
285	1138	1250
286	1142	1246
287	1146	1242
288	1151	1238
289	1155	1235
290	1159	1231
291	1163	1226
292	1166	1222
293	1170	1218
294	1174	1214
295	1178	1210
296	1181	1205
297	1185	1201
298	1189	1197
299	1193	1193
300	1197	1189
301	1201	1185
302	1205	1181
303	1209	1177
304	1213	1173
305	1216	1169
306	1220	1165
307	1224	1161
308	1228	1157
309	1232	1152
310	1236	1148
311	1239	1144
312	1243	1140
313	1247	1136
314	1251	1131
315	1254	1127
316	1258	1123
317	1262	1119
318	1266	1115
319	1270	1111
320	1274	1107
321	1277	1103
322	1282	1099
323	1287	1096
324	1290	1092
325	1295	1088
326	1299	1084
327	1302	1080
328	1306	1076
329	1310	1072
330	1314	1068
331	1318	1064
332	1322	1060
333	1326	1056
334	1329	1052
335	1333	1047
336	1337	1043
337	1341	1039
338	1345	1035
339	1348	1031
340	1352	1027
341	1356	1023
342	1360	1019
343	1364	1015
344	1368	1011
345	1372	1007
346	1375	1003
347	1379	999
348	1383	995
349	1387	991
350	1391	987
351	1395	983
352	1400	979
353	1404	975
354	1408	971
355	1412	967
356	1416	963
357	1419	959
358	1423	955
359	1427	951
360	1431	947
361	1435	943
362	1438	939
363	1442	935
364	1446	931
365	1450	927
366	1454	923
367	1458	919
368	1462	915
369	1466	911
370	1470	907
371	1474	903
372	1478	899
373	1482	895
374	1486	891
375	1489	887
376	1493	883
377	1497	879
378	1501	875
379	1505	871
380	1508	867
381	1513	863
382	1516	859
383	1520	855
384	1524	851
385	1528	847
386	1532	843
387	1536	839
388	1540	835
389	1543	831
390	1547	827
391	1551	823
392	1555	819
393	1559	815
394	1563	811
395	1566	807
396	1570	803
397	1574	799
398	1577	794
399	1581	790
400	1585	786
401	1589	782
402	1593	779
403	1597	775
404	1601	771
405	1605	767
406	1609	763
407	1613	759
408	1617	755
409	1621	751
410	1625	747
411	1629	743
412	1633	739
413	1637	735
414	1641	731
415	1645	727
416	1649	723
417	1653	720
418	1657	716
419	1661	712
420	1665	708
421	1669	704
422	1674	700
423	1677	696
424	1681	692
425	1685	688
426	1689	684
427	1693	680
428	1697	676
429	1701	672
430	1705	668
431	1709	664
432	1713	660
433	1716	656
434	1720	652
435	1724	648
436	1728	644
437	1732	640
438	1736	636
439	1739	632
440	1743	628
441	1747	624
442	1751	620
443	1754	616
444	1758	612
445	1762	608
446	1766	604
447	1770	600
448	1774	596
449	1778	592
450	1782	588
451	1786	585
452	1790	581
453	1794	577
454	1798	573
455	1802	569
456	1806	565
457	1810	561
458	1814	557
459	1817	553
460	1821	549
461	1825	545
462	1829	541
463	1832	537
464	1837	533
465	1840	529
466	1844	525
467	1848	521
468	1852	517
469	1856	513
470	1860	509
471	1864	505
472	1867	501
473	1871	497
474	1875	493
475	1878	489
476	1883	485
477	1887	481
478	1891	477
479	1894	473
480	1898	469
481	1902	465
482	1906	461
483	1910	457
484	1913	453
485	1917	449
486	1921	445
487	1925	441
488	1929	438
489	1933	434
490	1937	430
491	1941	426
492	1944	422
493	1948	418
494	1952	414
495	1956	410
496	1960	406
497	1963	402
498	1967	398
499	1971	394
500	1975	390
501	1979	386
502	1983	382
503	1987	378
504	1991	374
505	1995	370
506	1998	366
507	2002	362
508	2006	358
509	2010	354
510	2014	350
511	2019	347
512	2023	343
513	2027	339
514	2031	335
515	2035	331
516	2039	327
517	2043	323
518	2046	319
519	2050	315
520	2054	311
521	2058	307
522	2062	303
523	2066	299
524	2070	295
525	2074	291
526	2078	287
527	2082	283
528	2086	280
529	2090	276
530	2094	272
531	2098	268
532	2102	264
533	2106	260
534	2110	256
535	2114	252
536	2118	248
537	2122	244
538	2126	240
539	2131	236
540	2135	232
541	2139	228
542	2143	224
543	2146	220
544	2150	217
545	2154	213
546	2158	209
547	2161	205
548	2165	201
549	2169	197
550	2173	193
551	2177	189
552	2181	185
553	2185	181
554	2189	177
555	2194	173
556	2197	169
557	2202	165
558	2205	161
559	2209	157
560	2213	153
561	2217	149
562	2221	146
563	2225	142
564	2229	138
565	2233	134
566	2237	130
567	2241	126
568	2245	122
569	2249	118
570	2253	114
571	2257	110
572	2261	106
573	2265	102
574	2269	98
575	2273	94
576	2277	90
577	2281	86
578	2285	82
579	2289	78
580	2293	74
581	2297	71
582	2301	67
583	2304	63
584	2308	59
585	2312	55
586	2316	51
587	2321	47
588	2324	43
589	2328	39
590	2332	35
591	2336	31
592	2340	27
593	2344	23
594	2348	19
595	2352	15
596	2355	11
597	2359	7
598	2364	3
599	2367	0
